"candidate_term","candidate_token","neighbor_count","seed_count","seed_terms","concept_groups","query_statuses","best_rank","max_similarity","mean_similarity","review_decision","include_v2","review_notes","review_priority","suggested_review_group","auto_screen_confidence","auto_screen_reason"
"risk-scoring","risk-scoring","17","1","automated underwriting","ai_applications","exact_key","17","0.569545","0.569545","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"e-closing","e-closing","33","1","automated underwriting","ai_applications","exact_key","18","0.569088","0.569088","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"claims adjudication","claims_adjudication","326","1","automated underwriting","ai_applications","exact_key","19","0.568693","0.568693","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"acrt","acrt","10","1","GPT","gen_ai","exact_key","9","0.568485","0.568485","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"cqo","cqo","40","1","GPT","gen_ai","exact_key","10","0.566692","0.566692","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"fpga-as-a-service","fpga-as-a-service","7","1","AI adoption","ai_activity","exact_key","40","0.566506","0.566506","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"nuix","nuix","713","1","GPT","gen_ai","exact_key","11","0.565516","0.565516","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"consumerization","consumerization","1039","1","AI adoption","ai_activity","exact_key","42","0.564723","0.564723","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"non-delegated","non-delegated","77","1","automated underwriting","ai_applications","exact_key","20","0.564361","0.564361","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"mobile-cloud","mobile-cloud","7","1","AI adoption","ai_activity","exact_key","45","0.563579","0.563579","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"fraud detection","fraud_detection","1666","1","automated underwriting","ai_applications","exact_key","21","0.563545","0.563545","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"multi-cloud architectures","multi-cloud_architectures","51","1","AI adoption","ai_activity","exact_key","46","0.563419","0.563419","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"termaccel","termaccel","15","1","automated underwriting","ai_applications","exact_key","22","0.560361","0.560361","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"credit-decisioning","credit-decisioning","8","1","automated underwriting","ai_applications","exact_key","23","0.560182","0.560182","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"investa","investa","233","1","GPT","gen_ai","exact_key","12","0.559973","0.559973","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"fluidless","fluidless","6","1","automated underwriting","ai_applications","exact_key","24","0.559135","0.559135","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"internalise","internalise","16","1","GPT","gen_ai","exact_key","13","0.559058","0.559058","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"industria reit","industria_reit","9","1","GPT","gen_ai","exact_key","14","0.557849","0.557849","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"scentre group","scentre_group","298","1","GPT","gen_ai","exact_key","15","0.555943","0.555943","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"auirel","auirel","16","1","GPT","gen_ai","exact_key","16","0.555037","0.555037","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"apn industria","apn_industria","14","1","GPT","gen_ai","exact_key","17","0.554145","0.554145","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"credit-scoring","credit-scoring","27","1","automated underwriting","ai_applications","exact_key","25","0.553058","0.553058","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"iress","iress","643","1","GPT","gen_ai","exact_key","18","0.552474","0.552474","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"alex abell","alex_abell","17","1","GPT","gen_ai","exact_key","19","0.552033","0.552033","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"mscore","mscore","9","1","automated underwriting","ai_applications","exact_key","26","0.551770","0.551770","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"bizxpress","bizxpress","6","1","automated underwriting","ai_applications","exact_key","27","0.551671","0.551671","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"internalised","internalised","12","1","GPT","gen_ai","exact_key","20","0.551267","0.551267","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"account-opening","account-opening","45","1","automated underwriting","ai_applications","exact_key","28","0.550129","0.550129","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"k1w1","k1w1","5","1","GPT","gen_ai","exact_key","21","0.548078","0.548078","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"creditlens","creditlens","43","1","automated underwriting","ai_applications","exact_key","29","0.547146","0.547146","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"selectplus","selectplus","13","1","automated underwriting","ai_applications","exact_key","30","0.546930","0.546930","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"deep-cover","deep-cover","5","1","automated underwriting","ai_applications","exact_key","31","0.546590","0.546590","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"bennelong","bennelong","8","1","GPT","gen_ai","exact_key","22","0.545675","0.545675","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"federation centres","federation_centres","78","1","GPT","gen_ai","exact_key","23","0.545553","0.545553","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"bindable","bindable","57","1","automated underwriting","ai_applications","exact_key","32","0.545238","0.545238","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"auto-decision","auto-decision","15","1","automated underwriting","ai_applications","exact_key","33","0.544866","0.544866","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"crown-owned","crown-owned","6","1","GPT","gen_ai","exact_key","24","0.544549","0.544549","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"agency-facing","agency-facing","21","1","automated underwriting","ai_applications","exact_key","34","0.543519","0.543519","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"wesfarmers","wesfarmers","3316","1","GPT","gen_ai","exact_key","25","0.543098","0.543098","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"e-agreement","e-agreement","8","1","automated underwriting","ai_applications","exact_key","35","0.543017","0.543017","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"ability-to-pay","ability-to-pay","16","1","automated underwriting","ai_applications","exact_key","36","0.542752","0.542752","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"fha","fha","9147","1","automated underwriting","ai_applications","exact_key","37","0.541723","0.541723","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"comparative raters","comparative_raters","162","1","automated underwriting","ai_applications","exact_key","38","0.541005","0.541005","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"auto-rating","auto-rating","14","1","automated underwriting","ai_applications","exact_key","39","0.540393","0.540393","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
"xactxpert","xactxpert","6","1","automated underwriting","ai_applications","exact_key","40","0.540361","0.540361","reject","0","auto_screen_confidence=high; auto_screen_reason=single_seed_low_similarity_or_rank","7","rejected_low_evidence_or_noise","high","single_seed_low_similarity_or_rank"
